start_time,end_time,duration_hours,sleep_stage
2026-02-08 04:33:43 -0800,2026-02-08 04:45:11 -0800,0.1911,Deep Sleep
2026-02-08 04:45:11 -0800,2026-02-08 04:47:10 -0800,0.0331,Core Sleep
2026-02-08 04:47:10 -0800,2026-02-08 05:04:07 -0800,0.2825,REM Sleep
2026-02-08 05:04:07 -0800,2026-02-08 05:09:06 -0800,0.0831,Core Sleep
2026-02-08 05:09:06 -0800,2026-02-08 05:13:35 -0800,0.0747,Awake
2026-02-08 05:13:35 -0800,2026-02-08 05:48:28 -0800,0.5814,Core Sleep
2026-02-08 05:48:28 -0800,2026-02-08 06:14:53 -0800,0.4403,Deep Sleep
2026-02-08 06:14:53 -0800,2026-02-08 06:40:18 -0800,0.4236,REM Sleep
2026-02-08 06:40:18 -0800,2026-02-08 07:17:11 -0800,0.6147,Core Sleep
2026-02-08 07:17:11 -0800,2026-02-08 07:21:40 -0800,0.0747,Awake
2026-02-08 07:21:40 -0800,2026-02-08 07:44:05 -0800,0.3736,Core Sleep
2026-02-08 07:44:05 -0800,2026-02-08 08:23:57 -0800,0.6644,REM Sleep
2026-02-08 08:23:57 -0800,2026-02-08 08:24:57 -0800,0.0167,Awake
2026-02-08 08:24:57 -0800,2026-02-08 08:26:27 -0800,0.0250,REM Sleep
2026-02-08 08:26:27 -0800,2026-02-08 09:39:13 -0800,1.2128,Core Sleep
2026-02-08 09:39:13 -0800,2026-02-08 09:40:12 -0800,0.0164,Awake
2026-02-08 09:40:12 -0800,2026-02-08 09:52:40 -0800,0.2078,Core Sleep
2026-02-08 09:52:40 -0800,2026-02-08 09:58:39 -0800,0.0997,REM Sleep
2026-02-08 09:58:39 -0800,2026-02-08 10:03:08 -0800,0.0747,Awake
2026-02-08 10:03:08 -0800,2026-02-08 10:08:07 -0800,0.0831,Core Sleep
